,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
N.B.,N.B.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Spains,Spains,GPE,-0.13333333,0.63333333,en,1.00000000,,-1,,,,,,
South Kalimantan,South Kalimantan,GPE,-0.13333333,0.86666667,en,1.00000000,,-1,,,,,,
Annapolis,Annapolis,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
AUCKLAND,AUCKLAND,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Betis,Betis,GPE,-0.07692308,0.26923077,en,1.00000000,,-1,,,,,,
Paia,Paia,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
ELM CREEK,ELM CREEK,GPE,-0.21428571,0.50000000,en,1.00000000,,-1,,,,,,
New Br,New Br,GPE,-0.02171717,0.42575758,en,1.00000000,,-1,,,,,,
San Diego Countys,San Diego Countys,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Keshwan,Keshwan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
JAMMU,JAMMU,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lee Creek,Lee Creek,GPE,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
The Osprey Lake,The Osprey Lake,LOC,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
Dagenham,Dagenham,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Vancouver Island's,Vancouver Island's,GPE,0.13333333,0.36666667,en,1.00000000,,-1,,,,,,
Headworks Rd,Headworks Rd,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ochre Pit Cove,Ochre Pit Cove,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Upper Murray,Upper Murray,GPE,0.03333333,0.46666667,en,1.00000000,,-1,,,,,,
Cariboo,Cariboo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Brandon,Brandon,GPE,0.00000000,0.00000000,en,1.00000000,5113051-8,5234101,X,43.79805500,-73.08750000,NORTH-AMERICA,United States,ENA
VICTORIA,VICTORIA,GPE,-0.05000000,1.00000000,en,1.00000000,,-1,,,,,,
Austra…,Austra…,GPE,-0.05000000,1.00000000,en,1.00000000,,-1,,,,,,
Alamos Gold,Alamos Gold,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Middle East,the Middle East,LOC,0.01250000,0.10000000,en,1.00000000,,-1,,,,,,
Janes Village,Janes Village,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Briceburg,Briceburg,GPE,-0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
Taiwan,Taiwan,GPE,-0.20000000,0.30000000,en,1.00000000,4017875-4,1668284,X,24.00000000,121.00000000,ASIA,Taiwan,EAS
Stansted,Stansted,GPE,-0.07692308,0.26923077,en,1.00000000,7521411-8,2637052,X,51.89999900,0.20000000,EUROPE,United Kingdom,NEU
Island,Island,LOC,0.00000000,0.12500000,en,1.00000000,4027754-9,2629691,X,65.00000000,-18.00000000,POLAR,Iceland,GIC
Seville,Seville,GPE,-0.25000000,0.75000000,en,1.00000000,4054671-8,2510911,X,37.38241000,-5.97613000,EUROPE-AFRICA,Spain,MED
Palisades Wildfire,Palisades Wildfire,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ramona,Ramona,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Pacific Coast,Pacific Coast,LOC,-0.10000000,0.00000000,en,1.00000000,,-1,,,,,,
Saddleridge,Saddleridge,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San Francisco Bay Area,San Francisco Bay Area,LOC,0.24375000,0.51250000,en,1.00000000,,-1,,,,,,
Northern California’s,Northern California’s,LOC,0.25000000,0.75000000,en,1.00000000,,-1,,,,,,
Collombatti,Collombatti,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Sunda,Sunda,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
de…,de…,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Bolivia,Bolivia,GPE,0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
the New South Wales North Coast,the New South Wales North Coast,LOC,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
the Clarence Valley,the Clarence Valley,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Barkly,Barkly,GPE,0.13333333,0.34166667,en,1.00000000,,-1,,,,,,
Fox Mountain,Fox Mountain,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
New Minas,New Minas,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Aylesford Lake,Aylesford Lake,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Birch Lane,Birch Lane,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Etosha,Etosha,GPE,0.00333333,0.20000000,en,1.00000000,,-1,,,,,,
han,han,GPE,0.00000000,0.75000000,en,1.00000000,,-1,,,,,,
Carlsbad,Carlsbad,GPE,0.10000000,0.40000000,en,1.00000000,4029705-6,3073803,X,50.23270900,12.87116900,EUROPE,Czechia,WCE
The Munro Lake,The Munro Lake,LOC,0.21666667,0.45000000,en,1.00000000,,-1,,,,,,
FRESNO,FRESNO,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Januarys California,Januarys California,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Grand Canyon​,Grand Canyon​,GPE,0.22500000,0.50000000,en,1.00000000,,-1,,,,,,
the Sunshine Coast,the Sunshine Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Vounteni,Vounteni,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Canadas,Canadas,LOC,-0.11147186,0.30303030,en,1.00000000,,-1,,,,,,
SANTA MONICA,SANTA MONICA,GPE,0.26666667,0.99166667,en,1.00000000,,-1,,,,,,
the United St,the United St,GPE,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
North Yorkshire,North Yorkshire,GPE,-0.21666667,1.03333333,en,1.00000000,4117923-7,6940582,X,54.07368900,-0.95032000,EUROPE,United Kingdom,NEU
Bilecik,Bilecik,GPE,0.11363636,0.54545455,en,1.00000000,4488388-2,300593,X,39.45027700,31.53388800,EUROPE-AFRICA,Turkey,MED
Los Ang,Los Ang,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Piru,Piru,GPE,0.10000000,0.40000000,en,1.00000000,4045312-1,3932488,X,-10.00000000,-76.00000000,SOUTH-AMERICA,Peru,NWS
the Northwest United States,the Northwest United States,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Northwest US,Northwest US,GPE,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
the Diamond Peak Wilderness,the Diamond Peak Wilderness,LOC,0.02083333,0.18333333,en,1.00000000,,-1,,,,,,
Oakridge,Oakridge,GPE,0.12083333,0.58333333,en,1.00000000,,-1,,,,,,
Nagan Raya,Nagan Raya,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Napa Valley,the Napa Valley,LOC,0.00000000,0.08888889,en,1.00000000,,-1,,,,,,
Kenya,Kenya,GPE,0.38000000,0.80000000,en,1.00000000,4030236-2,192950,X,1.00000000,38.00000000,AFRICA,Kenya,SEAF
NAIROBI,NAIROBI,GPE,0.19000000,0.40000000,en,1.00000000,,-1,,,,,,
Lane County,Lane County,GPE,0.13636364,0.95454545,en,1.00000000,,-1,,,,,,
Fraser Valley,Fraser Valley,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Spuzzum,Spuzzum,GPE,0.37272727,1.30909091,en,1.00000000,,-1,,,,,,
vineyards,vineyards,GPE,0.35000000,0.65000000,en,1.00000000,,-1,,,,,,
Paddy,Paddy,GPE,0.20000000,0.55208333,en,1.00000000,,-1,,,,,,
Fresno County,Fresno County,GPE,0.27142857,0.64285714,en,1.00000000,,-1,,,,,,
Kingston,Kingston,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Novato,Novato,GPE,0.13409091,0.35000000,en,1.00000000,,-1,,,,,,
Camp California,Camp California,LOC,-0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Smokey Lake,Smokey Lake,LOC,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
westside,westside,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Monroe,Monroe,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Californias Riverside County,Californias Riverside County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Coldstream,Coldstream,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Vibrant Planet,Vibrant Planet,LOC,0.03409091,0.46363636,en,1.00000000,,-1,,,,,,
NBC Bay Area,NBC Bay Area,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pemberton,Pemberton,GPE,-0.06666667,0.46666667,en,1.00000000,,-1,,,,,,
Chinese Camp,Chinese Camp,LOC,0.16666667,0.16666667,en,1.00000000,,-1,,,,,,
Qld,Qld,GPE,-0.16666667,0.43333333,en,1.00000000,,-1,,,,,,
Behchokǫ̀,Behchokǫ̀,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
North Carolina Genealogy,North Carolina Genealogy,GPE,0.25000000,0.75000000,en,1.00000000,,-1,,,,,,
East Kootenay,East Kootenay,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Hay River,Hay River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Fort Providence,Fort Providence,GPE,-0.72500000,1.47500000,en,1.00000000,,-1,,,,,,
west Wales,west Wales,GPE,0.40000000,0.45000000,en,1.00000000,,-1,,,,,,
Chipewyan Lake,Chipewyan Lake,LOC,0.08750000,0.37500000,en,1.00000000,,-1,,,,,,
HAWAII,HAWAII,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Whatì,Whatì,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Behchok,Behchok,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
Greek Island,Greek Island,LOC,0.03125000,0.25000000,en,1.00000000,,-1,,,,,,
Snow Lake,Snow Lake,LOC,1.13214286,4.82261905,en,1.00000000,,-1,,,,,,
FL,FL,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Carolina Forest,Carolina Forest,LOC,-0.16222222,0.67555556,en,1.00000000,,-1,,,,,,
Las Vegas,Las Vegas,GPE,0.77083333,1.20416667,en,1.00000000,,-1,,,,,,
New Hampshire,New Hampshire,GPE,0.06818182,0.42727273,en,1.00000000,4042002-4,5090174,X,43.66702000,-71.49979900,NORTH-AMERICA,United States,ENA
West Virginia,West Virginia,GPE,0.06818182,0.42727273,en,1.00000000,4119079-8,4826850,X,38.50037900,-80.50009000,NORTH-AMERICA,United States,ENA
TALBOTT COUNTY,TALBOTT COUNTY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Talbot County,Talbot County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West GA,West GA,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mount Buninyong,Mount Buninyong,GPE,1.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Ballarat,Ballarat,GPE,0.90000000,1.00000000,en,1.00000000,,-1,,,,,,
I-20,I-20,GPE,0.37777778,0.56666667,en,1.00000000,,-1,,,,,,
Douglasville,Douglasville,GPE,0.37777778,0.56666667,en,1.00000000,,-1,,,,,,
Flinders Ranges,Flinders Ranges,LOC,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
the Delmarva Peninsula,the Delmarva Peninsula,LOC,0.27272727,0.90909091,en,1.00000000,,-1,,,,,,
Eastern Seaboard,Eastern Seaboard,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Washington State,Washington State,GPE,-0.71428571,0.85714286,en,1.00000000,4118995-4,5815135,X,47.50012000,-120.50146900,NORTH-AMERICA,United States,WNA
South Carolina’s,South Carolina’s,GPE,-0.22500000,0.45000000,en,1.00000000,,-1,,,,,,
Sou…,Sou…,GPE,0.03333333,0.06666667,en,1.00000000,,-1,,,,,,
Hokkaido,Hokkaido,GPE,-0.41666667,0.66666667,en,1.00000000,,-1,,,,,,
the North Carolina F,the North Carolina F,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
the North Carolina,the North Carolina,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Albertas,Albertas,GPE,0.01458333,1.10555556,en,1.00000000,,-1,,,,,,
ATLANTA,ATLANTA,GPE,-0.05222222,0.46333333,en,1.00000000,,-1,,,,,,
Ga.,Ga.,GPE,-0.32222222,1.96666667,en,1.00000000,,-1,,,,,,
Tyvek,Tyvek,LOC,0.20373377,0.35470779,en,1.00000000,,-1,,,,,,
"North, South Carolina","North, South Carolina",GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ofunato Bay,Ofunato Bay,LOC,0.06666667,0.28888889,en,1.00000000,,-1,,,,,,
Long Island,Long Island,LOC,0.54248557,10.00979437,en,1.00000000,,-1,,,,,,
Nassau,Nassau,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tryon,Tryon,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Palm Beach County,Palm Beach County,GPE,0.51000000,1.71777778,en,1.00000000,,-1,,,,,,
LONDON,LONDON,GPE,0.52500000,1.92500000,en,1.00000000,,-1,,,,,,
the Golden State's,the Golden State's,GPE,-0.12500000,0.76250000,en,1.00000000,,-1,,,,,,
Northcliffe,Northcliffe,GPE,0.25000000,0.63333333,en,1.00000000,,-1,,,,,,
Westhampton,Westhampton,GPE,0.27106782,1.01334776,en,1.00000000,,-1,,,,,,
Suffolk,Suffolk,GPE,0.30561328,1.42516595,en,1.00000000,,-1,,,,,,
Last Hamptons,Last Hamptons,GPE,0.00000000,0.06666667,en,1.00000000,,-1,,,,,,
Evergreen,Evergreen,GPE,-0.10000000,0.10000000,en,1.00000000,,-1,,,,,,
New York’s,New York’s,GPE,0.07516234,0.57077922,en,1.00000000,,-1,,,,,,
Hamptons,Hamptons,GPE,-0.10247475,1.89545455,en,1.00000000,,-1,,,,,,
Suffolk County,Suffolk County,GPE,-0.13861742,1.57196970,en,1.00000000,,-1,,,,,,
Moorpark,Moorpark,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Mar-a-Lago,Mar-a-Lago,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Los Angeles County Sues,Los Angeles County Sues,GPE,-0.20000000,0.40000000,en,1.00000000,,-1,,,,,,
the Sunshine State,the Sunshine State,LOC,0.06666667,0.43333333,en,1.00000000,,-1,,,,,,
the Hudson Valley,the Hudson Valley,LOC,0.01250000,0.62083333,en,1.00000000,,-1,,,,,,
Maryland,Maryland,GPE,0.11250000,1.97916667,en,1.00000000,4037776-3,4361885,X,39.90000000,-76.74997000,NORTH-AMERICA,United States,ENA
Washoe,Washoe,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Netherlands,Netherlands,GPE,-0.40000000,0.40000000,en,1.00000000,4042203-3,2750405,X,52.50000000,5.75000000,EUROPE,The Netherlands,NEU
Ribdikot Rural,Ribdikot Rural,LOC,0.05000000,0.86666667,en,1.00000000,,-1,,,,,,
Sansarkot hill,Sansarkot hill,LOC,0.05000000,0.86666667,en,1.00000000,,-1,,,,,,
Palpa,Palpa,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Manhattan,Manhattan,GPE,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
Waikato District,Waikato District,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Whangamarino Wetlands,Whangamarino Wetlands,LOC,0.30000000,0.10000000,en,1.00000000,,-1,,,,,,
Myrtle Beach,Myrtle Beach,GPE,0.15060245,4.05600289,en,1.00000000,,-1,,,,,,
Carolina,Carolina,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Creek East,Creek East,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Carolin,South Carolin,LOC,-0.30000000,1.00000000,en,1.00000000,,-1,,,,,,
Ofunato,Ofunato,GPE,-2.78152778,8.89777778,en,1.00000000,,-1,,,,,,
ISSAQUAH,ISSAQUAH,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
U.K.,U.K.,GPE,-0.98333333,2.80000000,en,1.00000000,,-1,,,,,,
Mount Eliza,Mount Eliza,LOC,0.23750000,0.40000000,en,1.00000000,,-1,,,,,,
Boulder County,Boulder County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Santa Rosa,Santa Rosa,GPE,0.47373737,1.48838384,en,1.00000000,,-1,,,,,,
LOUISVILLE,LOUISVILLE,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Chico,Chico,GPE,-0.03333333,0.21666667,en,1.00000000,,-1,,,,,,
Forest Ranch,Forest Ranch,LOC,-0.03333333,0.21666667,en,1.00000000,,-1,,,,,,
Richmond County council,Richmond County council,GPE,0.05000000,0.15000000,en,1.00000000,,-1,,,,,,
Richmond County,Richmond County,GPE,0.20000000,0.10000000,en,1.00000000,,-1,,,,,,
East Texas,East Texas,LOC,-0.65000000,1.60000000,en,1.00000000,,-1,,,,,,
Windy Harbour,Windy Harbour,LOC,0.00000000,1.03333333,en,1.00000000,,-1,,,,,,
South West,South West,LOC,-0.10000000,0.19166667,en,1.00000000,,-1,,,,,,
Dunsborough,Dunsborough,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Dunsborough area,Dunsborough area,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ghana,Ghana,GPE,-0.07000000,0.91166667,en,1.00000000,4020949-0,2300660,X,8.09999900,-1.19999900,AFRICA,Ghana,WAF
Jalgaon,Jalgaon,GPE,-0.05000000,0.00000000,en,1.00000000,4363205-1,1269410,X,17.74025900,73.19087000,ASIA,India,SAS
Washington States,Washington States,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Baglung,Baglung,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
Nakhon Ratchasima,Nakhon Ratchasima,GPE,0.00000000,0.00000000,en,1.00000000,4620463-5,1608529,X,14.97066000,102.10196000,ASIA,Thailand,SEA
Spring Mountain,Spring Mountain,LOC,0.00000000,0.33333333,en,1.00000000,,-1,,,,,,
Napa,Napa,GPE,0.06818182,0.26060606,en,1.00000000,,-1,,,,,,
Sacramento,Sacramento,GPE,-0.16666667,1.40000000,en,1.00000000,,-1,,,,,,
Afghanistan,Afghanistan,GPE,0.00000000,0.00000000,en,1.00000000,4000687-6,1149361,X,33.00000000,66.00000000,ASIA,Afghanistan,WCA
Iwate Prefecture,Iwate Prefecture,LOC,-0.89521104,4.95326479,en,1.00000000,,-1,,,,,,
Zurich,Zurich,GPE,0.00000000,0.00000000,en,1.00000000,4068038-1,2657896,X,47.36666600,8.55000000,EUROPE,Switzerland,WCE
Palisades Blaze,Palisades Blaze,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Georgia,Georgia,GPE,0.11747475,2.53454545,en,1.00000000,4020273-2,4197000,X,32.75041900,-83.50018000,NORTH-AMERICA,United States,ENA
Polk County,Polk County,GPE,-0.26369048,2.81428571,en,1.00000000,,-1,,,,,,
North and South Carolina,North and South Carolina,GPE,-1.71919192,10.82500000,en,1.00000000,,-1,,,,,,
Carolinas,Carolinas,GPE,0.82316739,11.57820346,en,1.00000000,,-1,,,,,,
Tokyo,Tokyo,GPE,-0.30000000,0.40000000,en,1.00000000,4078337-6,1850147,X,35.68950000,139.69171000,ASIA,Japan,EAS
country&#039;s,country&#039;s,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
TOKYO,TOKYO,GPE,-1.99345238,3.53988095,en,1.00000000,,-1,,,,,,
Panhandle,Panhandle,LOC,-1.50000000,1.56250000,en,1.00000000,,-1,,,,,,
D-Calif.,D-Calif.,GPE,0.62500000,0.66666667,en,1.00000000,,-1,,,,,,
Iwate,Iwate,LOC,-0.06666667,0.60000000,en,1.00000000,,-1,,,,,,
Janu,Janu,GPE,-0.06000000,0.50000000,en,1.00000000,,-1,,,,,,
the Texas Panhandle,the Texas Panhandle,LOC,-0.09166667,0.48541667,en,1.00000000,,-1,,,,,,
Frankfurt,Frankfurt,GPE,0.10000000,0.49166667,en,1.00000000,,-1,,,,,,
responsib,responsib,GPE,-0.05555556,0.48148148,en,1.00000000,,-1,,,,,,
Germany,Germany,GPE,0.95225108,7.31885281,en,1.00000000,,-1,,,,,,
Ta,Ta,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Huon,Huon,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bonhams,Bonhams,GPE,0.75000000,1.23333333,en,1.00000000,,-1,,,,,,
mont,mont,GPE,0.05000000,0.26250000,en,1.00000000,,-1,,,,,,
the Space Coast,the Space Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Januarys,Januarys,GPE,-0.45000000,0.70000000,en,1.00000000,,-1,,,,,,
Okla.,Okla.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Bow Valley,the Bow Valley,LOC,0.00000000,0.40000000,en,1.00000000,,-1,,,,,,
Bow Valley,Bow Valley,GPE,0.00000000,0.12500000,en,1.00000000,,-1,,,,,,
North,North,GPE,-0.16712121,4.56626263,en,1.00000000,,-1,,,,,,
New B.C.,New B.C.,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
the Gold Coast,the Gold Coast,LOC,1.07500000,1.47500000,en,1.00000000,,-1,,,,,,
Melaka,Melaka,GPE,0.00000000,0.00000000,en,1.00000000,4037200-5,1734759,X,2.19600000,102.24049900,ASIA,Malaysia,SEA
TEXAS,TEXAS,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Nort,Nort,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Perths north,Perths north,LOC,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Woodvale,Woodvale,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Yellagonga Park,Yellagonga Park,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Coal River Valley,the Coal River Valley,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Sancheong county,Sancheong county,GPE,0.00000000,0.22500000,en,1.00000000,,-1,,,,,,
SEOUL,SEOUL,GPE,-2.65000000,9.19166667,en,1.00000000,,-1,,,,,,
Inverness,Inverness,GPE,-0.09166667,0.37500000,en,1.00000000,4552036-7,2646088,X,57.47908000,-4.22398000,EUROPE,United Kingdom,NEU
Inverness city,Inverness city,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Glencullen,Glencullen,GPE,0.20952381,0.59682540,en,1.00000000,,-1,,,,,,
the Dublin Mountains,the Dublin Mountains,LOC,0.20952381,0.59682540,en,1.00000000,,-1,,,,,,
Dublin,Dublin,GPE,0.60714286,2.47539683,en,1.00000000,4013170-1,2964574,X,53.33306000,-6.24889000,EUROPE,Ireland,NEU
Woolsey,Woolsey,GPE,0.00000000,0.21666667,en,1.00000000,,-1,,,,,,
abo,abo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West Wales,West Wales,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Wales,South Wales,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Wales,Wales,GPE,1.11111111,3.22222222,en,1.00000000,,-1,,,,,,
the Black Cove,the Black Cove,LOC,-0.08333333,0.21666667,en,1.00000000,,-1,,,,,,
POLK COUNTY,POLK COUNTY,GPE,-0.08333333,0.63666667,en,1.00000000,,-1,,,,,,
Black Cove,Black Cove,LOC,-0.16666667,0.63333333,en,1.00000000,,-1,,,,,,
Montgomery,Montgomery,GPE,-0.08611111,0.32500000,en,1.00000000,,-1,,,,,,
San Jacinto,San Jacinto,GPE,-0.08611111,0.32500000,en,1.00000000,,-1,,,,,,
Great Plains,Great Plains,LOC,1.08750000,1.10416667,en,1.00000000,,-1,,,,,,
Neb.,Neb.,GPE,0.00000000,0.06666667,en,1.00000000,,-1,,,,,,
OMAHA,OMAHA,GPE,0.06250000,0.29583333,en,1.00000000,,-1,,,,,,
Pickens County,Pickens County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Carolina's,South Carolina's,GPE,-1.58181818,1.32727273,en,1.00000000,,-1,,,,,,
North CarolinaThe,North CarolinaThe,LOC,0.21060606,0.31090909,en,1.00000000,,-1,,,,,,
South Korea's,South Korea's,GPE,-9.59428571,29.18730159,en,1.00000000,,-1,,,,,,
Polk,Polk,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
UNESCO village,UNESCO village,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bakersfield,Bakersfield,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Mendocino County,Mendocino County,GPE,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
Los Angelesleaving,Los Angelesleaving,GPE,0.28000000,0.36000000,en,1.00000000,,-1,,,,,,
Bridger,Bridger,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mont.,Mont.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
BELGRADE,BELGRADE,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Andong,Andong,GPE,0.26666667,0.35555556,en,1.00000000,,-1,,,,,,
Andong city,Andong city,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Barro,Barro,GPE,0.17916667,0.59583333,en,1.00000000,,-1,,,,,,
Okayama Prefecture,Okayama Prefecture,LOC,0.05000000,0.27500000,en,1.00000000,,-1,,,,,,
Piedmo,Piedmo,GPE,0.26325758,0.38863636,en,1.00000000,,-1,,,,,,
Ehime Prefecture,Ehime Prefecture,GPE,0.05000000,0.15000000,en,1.00000000,,-1,,,,,,
Chiang,Chiang,GPE,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Table Rock,Table Rock,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
ofOkayama,ofOkayama,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
Uiseong,Uiseong,GPE,-0.49571429,1.91380952,en,1.00000000,,-1,,,,,,
S. Korea,S. Korea,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
North Carolina county,North Carolina county,GPE,-0.09722222,0.14722222,en,1.00000000,,-1,,,,,,
South Carolinas,South Carolinas,GPE,-0.30000000,0.20000000,en,1.00000000,,-1,,,,,,
New Jersey Crews,New Jersey Crews,GPE,0.14204545,0.86931818,en,1.00000000,,-1,,,,,,
Stokes County,Stokes County,GPE,0.11086310,0.38214286,en,1.00000000,,-1,,,,,,
Piedmont,Piedmont,GPE,0.11086310,0.38214286,en,1.00000000,,-1,,,,,,
Texas Panhandle,Texas Panhandle,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
CANADIAN,CANADIAN,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Arkansas,Arkansas,GPE,-0.03333333,0.80000000,en,1.00000000,4079828-8,4099753,X,34.75036900,-92.50043900,NORTH-AMERICA,United States,CNA
Southwest,Southwest,LOC,-1.17500000,4.06944444,en,1.00000000,,-1,,,,,,
LA County's,LA County's,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
